EpochTime,X,Y,Z,ClockBias,HDOP,VDOP,PDOP,GDOP
522808.000000,-1641889.464369,-3664876.670189,4939967.057050,0.399170,0.963858,1.205906,1.543772,1.702792
522810.000000,-1641889.647606,-3664876.622906,4939967.221335,0.314744,0.963834,1.205887,1.543742,1.702749
522811.000000,-1641889.385179,-3664876.630234,4939967.260990,0.393212,0.963822,1.205877,1.543727,1.702728
522812.000000,-1641889.585438,-3664876.749647,4939967.422885,0.108556,0.963810,1.205867,1.543711,1.702707
522813.000000,-1641889.804879,-3664877.102324,4939967.212151,0.042790,0.963798,1.205857,1.543696,1.702685
522815.000000,-1641889.932324,-3664877.176052,4939967.216412,0.094030,0.963774,1.205836,1.543665,1.702642
522816.000000,-1641889.655363,-3664876.793666,4939966.972643,0.488377,0.963761,1.205826,1.543649,1.702620
522817.000000,-1641889.917413,-3664877.205548,4939966.966637,0.172445,0.963749,1.205815,1.543633,1.702598
522819.000000,-1641889.529906,-3664876.859351,4939966.952205,0.393646,0.963725,1.205794,1.543601,1.702554
522820.000000,-1641889.156152,-3664876.739629,4939967.030059,0.384120,0.963713,1.205784,1.543585,1.702532
522821.000000,-1641889.506373,-3664876.689782,4939967.388534,0.271730,0.963700,1.205773,1.543569,1.702510
522822.000000,-1641889.661087,-3664877.049567,4939967.203641,0.257158,0.963688,1.205762,1.543553,1.702487
522824.000000,-1641889.554682,-3664876.737231,4939967.524361,0.072759,0.963663,1.205740,1.543520,1.702442
522825.000000,-1641889.118905,-3664876.636586,4939967.102413,0.450492,0.963651,1.205729,1.543504,1.702420
522826.000000,-1641889.701932,-3664876.915129,4939967.642371,-0.088729,0.963638,1.205717,1.543487,1.702397
522827.000000,-1641889.468640,-3664876.389190,4939967.495301,0.438991,0.963626,1.205706,1.543471,1.702374
522829.000000,-1641889.494951,-3664876.809852,4939967.237739,0.514400,0.963601,1.205683,1.543437,1.702328
522830.000000,-1641889.452328,-3664877.439107,4939967.237436,0.038824,0.963589,1.205671,1.543420,1.702304
522831.000000,-1641889.565263,-3664877.064702,4939967.556290,-0.087265,0.963576,1.205660,1.543403,1.702281
522832.000000,-1641889.672447,-3664876.651978,4939967.310797,0.429691,0.963564,1.205648,1.543386,1.702258
522834.000000,-1641889.437649,-3664876.873588,4939967.306580,0.260964,0.963538,1.205624,1.543352,1.702211
522835.000000,-1641889.527994,-3664876.893228,4939967.451671,0.230832,0.963526,1.205612,1.543335,1.702187
522836.000000,-1641889.855472,-3664877.037819,4939967.318517,0.318668,0.963513,1.205600,1.543317,1.702163
522838.000000,-1641889.336661,-3664876.445203,4939967.348855,0.603672,0.963488,1.205575,1.543282,1.702115
522839.000000,-1641889.738289,-3664876.727347,4939967.403686,0.094238,0.963475,1.205562,1.543264,1.702091
522840.000000,-1641889.797270,-3664877.217941,4939967.867838,-0.200853,0.963462,1.205550,1.543247,1.702067
522841.000000,-1641889.638368,-3664876.924669,4939967.271222,0.231229,0.963450,1.205537,1.543229,1.702043
522843.000000,-1641889.674596,-3664876.561479,4939967.363082,0.275479,0.963424,1.205512,1.543193,1.701994
522844.000000,-1641889.710418,-3664877.023290,4939967.198453,0.032372,0.963411,1.205499,1.543175,1.701969
522845.000000,-1641889.815727,-3664876.865707,4939967.554405,-0.044683,0.963398,1.205486,1.543157,1.701944
522846.000000,-1641889.930885,-3664877.207182,4939967.678935,-0.333147,0.963385,1.205473,1.543138,1.701920
522848.000000,-1641889.508288,-3664876.476398,4939967.412750,0.389393,0.963360,1.205446,1.543102,1.701870
522849.000000,-1641889.299339,-3664876.660207,4939967.205209,0.318115,0.963347,1.205433,1.543083,1.701845
522850.000000,-1641889.636084,-3664877.365697,4939968.265057,-0.520527,0.963334,1.205420,1.543064,1.701819
522851.000000,-1641889.717101,-3664877.366773,4939967.897544,-0.299385,0.963321,1.205406,1.543046,1.701794
522853.000000,-1641889.905563,-3664877.473548,4939968.130999,-0.450930,0.963295,1.205379,1.543008,1.701743
522854.000000,-1641889.679104,-3664877.283099,4939968.185976,-0.410625,0.963281,1.205365,1.542989,1.701718
522855.000000,-1641890.119639,-3664877.095150,4939968.185419,-0.506920,0.963268,1.205351,1.542970,1.701692
522857.000000,-1641889.871386,-3664877.140220,4939967.729423,-0.161115,0.963242,1.205323,1.542932,1.701640
522858.000000,-1641889.684922,-3664877.014056,4939967.704447,-0.200697,0.963229,1.205309,1.542913,1.701614
522859.000000,-1641889.396349,-3664876.776826,4939967.228701,0.167087,0.963216,1.205295,1.542893,1.701588
522860.000000,-1641889.276640,-3664877.153347,4939967.279507,0.018769,0.963203,1.205280,1.542874,1.701562
522862.000000,-1641889.435515,-3664876.859713,4939967.343924,0.162880,0.963176,1.205251,1.542835,1.701509
522863.000000,-1641889.787909,-3664877.209439,4939967.665384,-0.102744,0.963163,1.205237,1.542815,1.701483
522864.000000,-1641889.891909,-3664877.134246,4939967.735359,-0.269117,0.963150,1.205222,1.542795,1.701456
522865.000000,-1641889.487641,-3664877.104162,4939967.492034,0.094187,0.963136,1.205207,1.542775,1.701429
522867.000000,-1641889.719981,-3664877.015291,4939967.464574,-0.015139,0.963109,1.205177,1.542735,1.701376
522868.000000,-1641890.043604,-3664877.203610,4939967.645958,-0.371350,0.963096,1.205162,1.542715,1.701349
522869.000000,-1641889.697332,-3664877.345833,4939967.154373,-0.106061,0.963083,1.205147,1.542695,1.701322
522870.000000,-1641889.918389,-3664877.622448,4939967.614482,-0.290475,0.963069,1.205132,1.542675,1.701294
522872.000000,-1641889.709268,-3664877.210092,4939967.581727,0.020565,0.963042,1.205101,1.542634,1.701240
522873.000000,-1641889.667771,-3664877.276648,4939967.804306,-0.178473,0.963029,1.205086,1.542613,1.701212
522874.000000,-1641889.982451,-3664877.502977,4939967.786478,-0.426023,0.963015,1.205070,1.542593,1.701185
522877.000000,-1641889.764446,-3664877.156621,4939967.342316,-0.060594,0.962974,1.205023,1.542530,1.701101
522878.000000,-1641889.457426,-3664877.286754,4939967.054928,-0.088270,0.962961,1.205007,1.542509,1.701073
522879.000000,-1641890.032339,-3664877.385148,4939967.320969,-0.296153,0.962947,1.204991,1.542488,1.701045
522881.000000,-1641890.180396,-3664877.500458,4939968.401558,-0.721155,0.962920,1.204958,1.542446,1.700988
522882.000000,-1641889.812165,-3664877.041502,4939967.677283,-0.242865,0.962906,1.204942,1.542424,1.700960
522883.000000,-1641890.153905,-3664877.947964,4939968.555707,-1.118908,0.962892,1.204925,1.542403,1.700932
522884.000000,-1641890.256716,-3664877.296883,4939967.816112,-0.492913,0.962878,1.204909,1.542381,1.700903
522886.000000,-1641890.306646,-3664877.716419,4939968.481368,-0.846260,0.962851,1.204876,1.542338,1.700845
522887.000000,-1641889.908066,-3664877.082645,4939967.590890,-0.135414,0.962837,1.204859,1.542316,1.700817
522888.000000,-1641889.698845,-3664877.116207,4939967.760832,-0.334325,0.962823,1.204842,1.542295,1.700788
522889.000000,-1641890.029845,-3664877.425109,4939968.123982,-0.598911,0.962809,1.204825,1.542273,1.700758
522891.000000,-1641889.527420,-3664877.499081,4939967.863826,-0.565948,0.962781,1.204791,1.542229,1.700700
522892.000000,-1641889.803822,-3664877.386706,4939967.270640,-0.152898,0.962767,1.204774,1.542206,1.700671
522893.000000,-1641889.674130,-3664877.172272,4939967.766614,-0.396919,0.962753,1.204756,1.542184,1.700641
522896.000000,-1641889.660519,-3664876.993395,4939967.209567,0.014465,0.962711,1.204704,1.542117,1.700552
522897.000000,-1641889.713566,-3664877.088670,4939966.999405,0.088183,0.962697,1.204686,1.542094,1.700522
522898.000000,-1641889.403536,-3664877.484160,4939967.723214,-0.357635,0.962683,1.204668,1.542072,1.700492
522900.000000,-1641889.738558,-3664876.707840,4939967.389358,0.173092,0.962655,1.204633,1.542026,1.700432
522901.000000,-1641889.777556,-3664877.219537,4939967.583506,-0.197010,0.962641,1.204615,1.542003,1.700402
522902.000000,-1641889.675799,-3664876.807036,4939967.502270,-0.162185,0.962626,1.204596,1.541980,1.700371
522903.000000,-1641889.484372,-3664877.309275,4939967.647599,-0.225569,0.962612,1.204578,1.541957,1.700341
522905.000000,-1641889.992820,-3664877.430361,4939967.676341,-0.508517,0.962584,1.204542,1.541910,1.700279
522906.000000,-1641890.332297,-3664877.178051,4939967.819756,-0.372530,0.962569,1.204523,1.541887,1.700248
522907.000000,-1641889.694387,-3664877.376789,4939967.701218,-0.302721,0.962555,1.204504,1.541864,1.700218
522908.000000,-1641889.748038,-3664877.698361,4939967.413840,-0.195983,0.962541,1.204486,1.541840,1.700187
522910.000000,-1641889.600462,-3664877.242565,4939967.143151,0.005474,0.962512,1.204448,1.541793,1.700124
522911.000000,-1641889.825332,-3664877.254732,4939967.544345,-0.111046,0.962497,1.204429,1.541769,1.700093
522912.000000,-1641889.846411,-3664877.133432,4939967.507617,-0.220152,0.962483,1.204410,1.541745,1.700062
522915.000000,-1641889.617972,-3664877.162940,4939967.475116,-0.150987,0.962440,1.204353,1.541673,1.699967
522916.000000,-1641889.911468,-3664877.306588,4939968.003064,-0.473377,0.962425,1.204333,1.541649,1.699935
522917.000000,-1641889.482041,-3664877.059207,4939967.163783,-0.057186,0.962410,1.204314,1.541624,1.699903
522919.000000,-1641889.768090,-3664877.372487,4939967.271310,-0.176660,0.962381,1.204275,1.541575,1.699839
522920.000000,-1641889.987746,-3664877.098286,4939967.722388,-0.236174,0.962367,1.204255,1.541551,1.699807
522921.000000,-1641889.998273,-3664877.092218,4939967.514373,-0.309924,0.962352,1.204235,1.541526,1.699775
522922.000000,-1641890.040607,-3664876.775031,4939967.363600,0.028167,0.962337,1.204215,1.541502,1.699742
522924.000000,-1641889.990587,-3664877.036589,4939967.257757,-0.145925,0.962308,1.204175,1.541452,1.699677
522925.000000,-1641889.964008,-3664876.965427,4939967.269017,-0.045787,0.962293,1.204155,1.541427,1.699644
522926.000000,-1641889.768080,-3664877.368059,4939967.216738,-0.165349,0.962278,1.204135,1.541402,1.699612
522927.000000,-1641889.648338,-3664877.574402,4939967.001967,-0.054447,0.962263,1.204114,1.541377,1.699579
522929.000000,-1641889.236066,-3664876.954091,4939966.565290,0.515532,0.962234,1.204073,1.541326,1.699513
522930.000000,-1641889.663319,-3664877.234720,4939966.966444,-0.073462,0.962219,1.204053,1.541301,1.699479
522931.000000,-1641890.018600,-3664876.977699,4939967.367646,0.008343,0.962204,1.204032,1.541275,1.699446
522934.000000,-1641889.687501,-3664877.678262,4939967.564817,-0.330031,0.962159,1.203969,1.541198,1.699346
522935.000000,-1641889.583148,-3664877.546207,4939967.302564,-0.164058,0.962144,1.203948,1.541172,1.699312
522936.000000,-1641889.298686,-3664877.176353,4939966.959624,0.223881,0.962129,1.203927,1.541146,1.699278
522938.000000,-1641889.718058,-3664877.319532,4939966.999652,0.168945,0.962099,1.203884,1.541094,1.699210
522939.000000,-1641889.752900,-3664876.914629,4939966.796309,0.525995,0.962084,1.203863,1.541068,1.699176
522940.000000,-1641889.975556,-3664877.128964,4939967.501734,-0.052092,0.962069,1.203841,1.541042,1.699142
522941.000000,-1641889.703024,-3664877.009639,4939966.945839,0.333635,0.962054,1.203820,1.541016,1.699108
522943.000000,-1641889.630937,-3664876.811905,4939966.974407,0.352730,0.962023,1.203776,1.540963,1.699039
522944.000000,-1641889.767149,-3664877.171168,4939967.177697,0.095640,0.962008,1.203754,1.540936,1.699004
522945.000000,-1641889.479203,-3664877.067884,4939967.050225,0.307442,0.961993,1.203732,1.540909,1.698970
522946.000000,-1641889.790035,-3664876.701040,4939966.667173,0.652929,0.961978,1.203710,1.540883,1.698935
522948.000000,-1641889.903487,-3664876.998312,4939967.651270,-0.123518,0.961947,1.203666,1.540829,1.698865
522949.000000,-1641889.523764,-3664876.268839,4939966.699395,0.617466,0.961932,1.203644,1.540802,1.698830
522950.000000,-1641889.957311,-3664876.880207,4939967.807905,-0.170387,0.961916,1.203621,1.540775,1.698795
522953.000000,-1641889.871624,-3664876.859751,4939967.485341,0.158830,0.961870,1.203553,1.540693,1.698689
522954.000000,-1641889.758396,-3664876.797285,4939967.563616,-0.098346,0.961855,1.203530,1.540665,1.698653
522955.000000,-1641889.968577,-3664876.865797,4939967.737619,-0.028327,0.961839,1.203508,1.540638,1.698617
522957.000000,-1641889.736853,-3664876.864459,4939966.901412,0.371408,0.961808,1.203462,1.540583,1.698546
522958.000000,-1641889.816955,-3664876.542738,4939967.796529,0.061651,0.961793,1.203438,1.540555,1.698510
522959.000000,-1641889.879682,-3664876.804315,4939967.196811,0.175315,0.961777,1.203415,1.540527,1.698474
522960.000000,-1641889.827055,-3664877.512247,4939967.705604,-0.363924,0.961762,1.203392,1.540499,1.698438
522962.000000,-1641889.757702,-3664877.104002,4939967.859501,-0.064032,0.961730,1.203345,1.540443,1.698365
522963.000000,-1641889.800642,-3664877.178517,4939968.231447,-0.477685,0.961715,1.203321,1.540415,1.698329
522964.000000,-1641889.549783,-3664876.619807,4939967.542462,0.160466,0.961699,1.203298,1.540386,1.698292
522965.000000,-1641889.868865,-3664876.920641,4939967.780955,-0.272450,0.961683,1.203274,1.540358,1.698255
522967.000000,-1641890.001335,-3664877.345793,4939967.903714,-0.270189,0.961652,1.203226,1.540301,1.698182
522968.000000,-1641889.885279,-3664877.224036,4939967.655102,-0.051410,0.961636,1.203202,1.540272,1.698145
522969.000000,-1641889.404417,-3664877.030646,4939967.144648,0.252569,0.961620,1.203178,1.540244,1.698108
522972.000000,-1641889.937059,-3664877.102389,4939967.115926,0.211990,0.961573,1.203105,1.540157,1.697996
522973.000000,-1641889.913995,-3664877.323375,4939966.898674,0.022370,0.961557,1.203081,1.540128,1.697959
522974.000000,-1641889.935970,-3664876.985127,4939967.058888,0.195930,0.961541,1.203056,1.540099,1.697921
522976.000000,-1641889.894949,-3664877.203725,4939967.211761,0.072496,0.961509,1.203007,1.540040,1.697846
522977.000000,-1641890.229275,-3664877.278546,4939967.895579,-0.283094,0.961493,1.202982,1.540011,1.697808
522978.000000,-1641890.197653,-3664877.526657,4939967.666756,-0.364291,0.961477,1.202957,1.539982,1.697770
522979.000000,-1641890.106716,-3664877.118560,4939967.514298,-0.030604,0.961461,1.202932,1.539952,1.697732
522981.000000,-1641889.458997,-3664877.268694,4939967.553881,-0.035291,0.961429,1.202882,1.539893,1.697655
522982.000000,-1641889.818965,-3664877.079611,4939967.311696,0.378388,0.961413,1.202856,1.539863,1.697617
522983.000000,-1641889.858281,-3664877.122874,4939967.513242,0.266113,0.961396,1.202831,1.539833,1.697579
522984.000000,-1641889.579521,-3664876.787527,4939967.493086,0.313358,0.961380,1.202806,1.539803,1.697540
522986.000000,-1641889.440325,-3664876.945736,4939967.187128,0.142950,0.961348,1.202754,1.539743,1.697463
522987.000000,-1641889.613710,-3664876.795203,4939967.535844,0.218435,0.961332,1.202729,1.539713,1.697424
522988.000000,-1641889.761445,-3664877.051217,4939967.233312,0.091306,0.961315,1.202703,1.539682,1.697385
522991.000000,-1641889.751802,-3664876.869719,4939967.279203,0.116995,0.961267,1.202625,1.539591,1.697268
522992.000000,-1641890.027847,-3664877.279460,4939967.765721,-0.210796,0.961250,1.202599,1.539560,1.697228
522993.000000,-1641889.984554,-3664877.723217,4939967.807883,-0.433560,0.961234,1.202572,1.539529,1.697189
522995.000000,-1641889.470144,-3664877.296192,4939967.463934,-0.192604,0.961201,1.202520,1.539468,1.697110
522996.000000,-1641890.087826,-3664877.635332,4939967.724782,-0.316375,0.961185,1.202493,1.539437,1.697070
522997.000000,-1641889.887155,-3664877.204631,4939967.659477,-0.159536,0.961168,1.202467,1.539406,1.697030
522998.000000,-1641889.875372,-3664877.497371,4939968.221911,-0.617518,0.961152,1.202440,1.539375,1.696990
523000.000000,-1641889.790225,-3664877.035675,4939967.819914,-0.281015,0.961119,1.202386,1.539312,1.696910
523001.000000,-1641889.797138,-3664877.423121,4939967.887800,-0.362542,0.961102,1.202359,1.539281,1.696870
523002.000000,-1641889.751780,-3664877.691511,4939967.762261,-0.306917,0.961085,1.202332,1.539249,1.696829
523003.000000,-1641889.694548,-3664877.067175,4939967.392003,-0.050471,0.961069,1.202305,1.539218,1.696789
523005.000000,-1641889.566918,-3664877.416904,4939967.830020,-0.370454,0.961035,1.202251,1.539154,1.696708
523006.000000,-1641889.960567,-3664877.197907,4939968.270667,-0.529810,0.961019,1.202223,1.539122,1.696667
523007.000000,-1641889.979160,-3664877.290044,4939967.933969,-0.484995,0.961002,1.202196,1.539090,1.696626
523010.000000,-1641889.797047,-3664877.102079,4939967.757084,-0.095079,0.960952,1.202113,1.538994,1.696504
523011.000000,-1641889.674712,-3664877.198718,4939967.443440,0.039117,0.960935,1.202085,1.538962,1.696462
523012.000000,-1641889.592704,-3664876.906053,4939967.049002,0.122239,0.960918,1.202057,1.538930,1.696421
523014.000000,-1641889.949945,-3664877.139491,4939967.648843,-0.251630,0.960884,1.202001,1.538865,1.696338
523015.000000,-1641889.966596,-3664877.375680,4939967.612638,-0.304217,0.960868,1.201973,1.538832,1.696297
523016.000000,-1641889.893259,-3664877.706042,4939967.769342,-0.605625,0.960851,1.201944,1.538799,1.696255
523017.000000,-1641889.779490,-3664877.158745,4939967.248805,0.002207,0.960834,1.201916,1.538767,1.696213
523019.000000,-1641889.866896,-3664877.577676,4939967.782116,-0.499445,0.960800,1.201859,1.538701,1.696129
523020.000000,-1641890.170281,-3664877.579848,4939968.234875,-0.721984,0.960783,1.201830,1.538668,1.696087
523021.000000,-1641889.689350,-3664877.265094,4939967.591040,-0.230201,0.960766,1.201801,1.538635,1.696045
523022.000000,-1641890.007276,-3664877.686421,4939967.912676,-0.494931,0.960749,1.201773,1.538602,1.696003
523024.000000,-1641889.828665,-3664876.967464,4939967.877238,-0.210305,0.960714,1.201715,1.538535,1.695918
523025.000000,-1641889.999794,-3664877.441278,4939967.574521,-0.189889,0.960697,1.201686,1.538502,1.695875
523026.000000,-1641889.570101,-3664877.001984,4939967.526114,-0.062186,0.960680,1.201657,1.538468,1.695833
523029.000000,-1641889.387229,-3664877.436074,4939967.757023,-0.374380,0.960628,1.201568,1.538367,1.695704
523030.000000,-1641889.586147,-3664877.399096,4939968.057944,-0.467082,0.960611,1.201539,1.538333,1.695661
523031.000000,-1641889.639302,-3664877.554849,4939967.747346,-0.551331,0.960594,1.201509,1.538299,1.695618
523033.000000,-1641889.372150,-3664877.565282,4939967.535747,-0.243279,0.960559,1.201450,1.538231,1.695531
523034.000000,-1641889.423984,-3664877.505748,4939967.796727,-0.511206,0.960542,1.201420,1.538197,1.695488
523035.000000,-1641889.628676,-3664878.012013,4939967.851583,-0.878510,0.960525,1.201390,1.538163,1.695444
523036.000000,-1641889.551531,-3664877.053196,4939967.367480,-0.076589,0.960507,1.201360,1.538129,1.695401
523038.000000,-1641889.648909,-3664877.341016,4939967.802137,-0.322968,0.960472,1.201300,1.538060,1.695313
523039.000000,-1641889.741752,-3664877.590413,4939967.884823,-0.692120,0.960455,1.201269,1.538025,1.695269
523040.000000,-1641889.795475,-3664877.461489,4939967.985546,-0.570642,0.960437,1.201239,1.537990,1.695225
523041.000000,-1641889.989582,-3664877.985070,4939968.255943,-1.057376,0.960420,1.201208,1.537956,1.695181
523043.000000,-1641890.016338,-3664877.699790,4939968.269053,-0.769812,0.960385,1.201147,1.537886,1.695092
523044.000000,-1641889.863563,-3664877.393345,4939968.272143,-0.911528,0.960367,1.201116,1.537851,1.695048
523045.000000,-1641889.691386,-3664877.639385,4939967.884096,-0.665881,0.960349,1.201086,1.537816,1.695004
523048.000000,-1641889.954288,-3664877.369250,4939967.959478,-0.438672,0.960297,1.200993,1.537710,1.694869
523049.000000,-1641889.975905,-3664876.971783,4939967.642453,-0.019447,0.960279,1.200961,1.537675,1.694825
523050.000000,-1641889.809494,-3664877.633749,4939967.691999,-0.452105,0.960261,1.200930,1.537639,1.694780
523052.000000,-1641889.840881,-3664877.075470,4939967.829294,-0.288609,0.960226,1.200867,1.537568,1.694689
523053.000000,-1641889.593833,-3664877.181132,4939967.306130,-0.011957,0.960208,1.200836,1.537532,1.694644
523054.000000,-1641890.153841,-3664877.780999,4939968.279213,-0.817608,0.960190,1.200804,1.537496,1.694598
523055.000000,-1641889.965487,-3664877.296210,4939967.776802,-0.378491,0.960172,1.200772,1.537460,1.694553
523057.000000,-1641889.857883,-3664877.532691,4939967.642046,-0.525488,0.960136,1.200709,1.537388,1.694462
523058.000000,-1641890.058324,-3664877.559571,4939968.009824,-0.822657,0.960118,1.200677,1.537352,1.694416
523059.000000,-1641889.726945,-3664877.772451,4939968.127121,-0.736306,0.960100,1.200645,1.537316,1.694370
523060.000000,-1641889.931453,-3664877.663415,4939968.053407,-0.706607,0.960082,1.200612,1.537280,1.694324
523062.000000,-1641889.674995,-3664877.183952,4939967.675021,-0.431287,0.960046,1.200548,1.537207,1.694232
523063.000000,-1641890.031067,-3664877.844188,4939968.190259,-0.924219,0.960028,1.200515,1.537170,1.694186
523064.000000,-1641889.968093,-3664877.457555,4939968.539622,-0.733704,0.960010,1.200483,1.537133,1.694139
523065.000000,-1641889.755410,-3664877.259933,4939968.034633,-0.469848,0.959992,1.200450,1.537097,1.694093
523067.000000,-1641889.866929,-3664877.374510,4939968.465327,-0.768536,0.959956,1.200385,1.537023,1.694000
523068.000000,-1641889.832030,-3664877.739942,4939968.751850,-1.167587,0.959938,1.200352,1.536986,1.693953
523069.000000,-1641890.035866,-3664877.949211,4939968.426773,-1.129893,0.959920,1.200319,1.536949,1.693906
523071.000000,-1641890.250803,-3664878.041479,4939968.598881,-1.284953,0.959883,1.200253,1.536874,1.693812
523072.000000,-1641890.328552,-3664877.760213,4939968.982337,-1.293400,0.959865,1.200220,1.536837,1.693765
523073.000000,-1641890.125521,-3664877.732809,4939968.961594,-1.220820,0.959847,1.200186,1.536800,1.693718
523074.000000,-1641889.903826,-3664877.210663,4939968.019856,-0.376038,0.959828,1.200153,1.536762,1.693670
523076.000000,-1641889.959787,-3664877.754632,4939968.632274,-1.049780,0.959792,1.200086,1.536687,1.693575
523077.000000,-1641889.966345,-3664877.330028,4939968.349288,-0.797923,0.959773,1.200052,1.536649,1.693528
523078.000000,-1641890.052873,-3664877.353744,4939968.445190,-0.814732,0.959755,1.200019,1.536611,1.693480
523079.000000,-1641889.577191,-3664877.488999,4939968.305355,-0.601095,0.959737,1.199985,1.536574,1.693432
523081.000000,-1641889.854678,-3664877.427375,4939968.384105,-0.682971,0.959700,1.199917,1.536497,1.693336
523082.000000,-1641890.065723,-3664877.817815,4939968.354913,-1.111080,0.959681,1.199883,1.536459,1.693288
523083.000000,-1641890.150156,-3664878.012141,4939968.492370,-1.151753,0.959663,1.199849,1.536421,1.693240
523084.000000,-1641890.155610,-3664877.673393,4939968.585719,-0.925279,0.959644,1.199815,1.536383,1.693192
523086.000000,-1641889.960212,-3664877.564629,4939968.363621,-0.751112,0.959607,1.199746,1.536306,1.693095
523087.000000,-1641889.936537,-3664877.346886,4939968.174329,-0.570837,0.959588,1.199711,1.536267,1.693046
523088.000000,-1641890.213255,-3664877.315285,4939968.294548,-0.671665,0.959570,1.199677,1.536229,1.692998
523090.000000,-1641889.694455,-3664877.408398,4939967.853156,-0.493467,0.959532,1.199607,1.536151,1.692900
523091.000000,-1641889.846606,-3664877.779125,4939967.875098,-0.570456,0.959514,1.199572,1.536112,1.692851
523092.000000,-1641889.460052,-3664877.136076,4939967.673507,-0.299686,0.959495,1.199538,1.536073,1.692802
523093.000000,-1641889.824764,-3664877.482222,4939968.403656,-0.702154,0.959476,1.199502,1.536034,1.692753
523095.000000,-1641889.732350,-3664877.257039,4939968.166908,-0.603521,0.959439,1.199432,1.535956,1.692654
523096.000000,-1641889.774943,-3664877.424536,4939968.177471,-0.509957,0.959420,1.199397,1.535916,1.692605
523097.000000,-1641889.842094,-3664877.204242,4939968.580546,-0.782877,0.959401,1.199361,1.535877,1.692555
523098.000000,-1641889.871208,-3664877.604525,4939968.610254,-0.804654,0.959382,1.199326,1.535838,1.692505
523100.000000,-1641890.094511,-3664877.444881,4939968.220687,-0.757856,0.959344,1.199255,1.535758,1.692406
523101.000000,-1641890.237866,-3664877.470701,4939968.702782,-0.802862,0.959325,1.199219,1.535719,1.692356
523102.000000,-1641890.286913,-3664877.525592,4939969.083484,-1.267750,0.959306,1.199183,1.535679,1.692306
523103.000000,-1641889.990013,-3664877.337411,4939968.187353,-0.626414,0.959287,1.199147,1.535639,1.692256
523105.000000,-1641889.618655,-3664877.102122,4939968.166520,-0.481378,0.959249,1.199075,1.535559,1.692155
523106.000000,-1641890.012226,-3664877.193836,4939968.457384,-0.667865,0.959230,1.199039,1.535519,1.692105
523107.000000,-1641889.587966,-3664876.889761,4939968.033176,-0.378021,0.959211,1.199003,1.535479,1.692054
523109.000000,-1641889.706950,-3664877.646527,4939968.031739,-0.777933,0.959173,1.198930,1.535398,1.691953
523110.000000,-1641890.098430,-3664877.739348,4939968.600255,-1.020633,0.959154,1.198894,1.535357,1.691902
523111.000000,-1641889.781679,-3664877.322423,4939968.254072,-0.572122,0.959135,1.198857,1.535317,1.691851
523112.000000,-1641889.631609,-3664877.181338,4939968.240161,-0.508666,0.959116,1.198821,1.535276,1.691800
523114.000000,-1641890.047734,-3664877.293922,4939967.980827,-0.414812,0.959077,1.198747,1.535195,1.691698
523115.000000,-1641889.890633,-3664877.064426,4939968.137457,-0.334116,0.959058,1.198710,1.535154,1.691647
523116.000000,-1641889.832434,-3664877.186854,4939968.158009,-0.260757,0.959038,1.198673,1.535113,1.691595
523117.000000,-1641889.702665,-3664877.254534,4939968.090975,-0.412117,0.959019,1.198636,1.535072,1.691544
523119.000000,-1641889.551983,-3664876.920332,4939968.546679,-0.218024,0.958980,1.198561,1.534990,1.691441
523120.000000,-1641889.477381,-3664876.969827,4939968.201071,-0.180644,0.958961,1.198524,1.534948,1.691389
523121.000000,-1641889.636407,-3664877.089633,4939968.245926,-0.460781,0.958942,1.198487,1.534907,1.691337
523122.000000,-1641889.728641,-3664877.021395,4939968.070318,-0.228734,0.958922,1.198449,1.534865,1.691285
523124.000000,-1641889.949490,-3664877.296542,4939968.171465,-0.553637,0.958883,1.198374,1.534782,1.691181
523125.000000,-1641889.815707,-3664877.429130,4939968.717369,-0.844210,0.958864,1.198336,1.534741,1.691129
523126.000000,-1641889.611033,-3664877.106904,4939967.854551,-0.299272,0.958844,1.198298,1.534699,1.691076
523128.000000,-1641890.339180,-3664877.551892,4939968.428093,-0.813791,0.958805,1.198222,1.534615,1.690971
523129.000000,-1641889.956798,-3664877.495572,4939968.214440,-0.626346,0.958786,1.198184,1.534573,1.690919
523130.000000,-1641890.396574,-3664877.414285,4939968.778581,-0.781542,0.958766,1.198146,1.534531,1.690866
523131.000000,-1641889.858772,-3664877.644893,4939968.090465,-0.620794,0.958746,1.198107,1.534489,1.690813
523133.000000,-1641890.004356,-3664877.570464,4939968.655569,-0.900625,0.958707,1.198030,1.534404,1.690707
523134.000000,-1641889.914604,-3664877.346333,4939967.933942,-0.471229,0.958687,1.197992,1.534362,1.690654
523135.000000,-1641890.118262,-3664876.935779,4939968.363206,-0.646972,0.958667,1.197953,1.534319,1.690601
523136.000000,-1641890.154335,-3664877.471709,4939968.585813,-0.760640,0.958648,1.197915,1.534277,1.690548
523138.000000,-1641889.685056,-3664877.000500,4939968.360747,-0.428314,0.958608,1.197837,1.534191,1.690441
523139.000000,-1641889.934014,-3664877.387796,4939968.796003,-0.886955,0.958588,1.197798,1.534148,1.690388
523140.000000,-1641889.836878,-3664877.208063,4939968.591721,-0.610481,0.958568,1.197759,1.534105,1.690334
523141.000000,-1641889.761877,-3664877.615988,4939968.675250,-0.731315,0.958549,1.197720,1.534062,1.690280
523143.000000,-1641889.908963,-3664877.411769,4939968.607516,-0.720348,0.958509,1.197641,1.533976,1.690172
